userid,timestamp,username,tweet
1823558144,2009-05-17T06:17:51.000+01:00,ZoeLove21,just got back from a night of mcfun sad to be done
1823597344,2009-05-17T06:24:43.000+01:00,ClintVanS,i accidentally stepped on happydog again in the dark and now he wont look at me
1823705949,2009-05-17T06:44:00.000+01:00,xbaileypaige,im cold i hope im not getting sick
1823890350,2009-05-17T07:19:13.000+01:00,Ashbergsmum,and not just that he bought himself a new stereo for the ute yesterday cause he hates driving with no music waaafreakinwaaa husband
1823991697,2009-05-17T07:39:58.000+01:00,JensCamaro,tow man got me to grandmasmaybe shell make me a sammich jenny poo has had a hard nite gramma
1824103033,2009-05-17T08:03:18.000+01:00,memily,home from seeing at the powerhouse i forgot my phone amp camera but they were waiting here at home not like my hat
1824370582,2009-05-17T09:05:36.000+01:00,sportsqueenoz,yeah we saw all these young guys in suits ignoring us near front gate you might of missed it
1824488025,2009-05-17T09:35:54.000+01:00,melzies,im having a serious blink addiction why isnt greatest hits in my ipod
1824504375,2009-05-17T09:40:07.000+01:00,Spitphyre,whisper what song is that im on my cell amp i cant switch on the pc until mums convinced m gud enuf sit on d comp
1824542614,2009-05-17T09:50:18.000+01:00,Nigel_Derbyfan,im feeling full of cold and no one to talk to
1824618664,2009-05-17T10:10:29.000+01:00,bigwang408,would have been a nice and eventful day to hang out with the girlfriend
1824623295,2009-05-17T10:11:41.000+01:00,jeremy_ellis,pls dont twitpic that as will make my burnt bacon sandwich look a bit lame
1824638671,2009-05-17T10:15:46.000+01:00,ToddVisual,am finding it very difficult and painful to walk hope my ankle gets better soon
1825039167,2009-05-17T12:04:18.000+01:00,mrorange86,lots happened some good news but also some really bad news
1825131394,2009-05-17T12:29:06.000+01:00,syahysteria,while my hardcore loverfaces look for me at the show drop me a text saying that hes part of the crew great
1825258800,2009-05-17T13:00:51.000+01:00,KodinLanewave,the birds are _everywhere_ at my moms place sounds like they are inside the house
1825277911,2009-05-17T13:05:19.000+01:00,lolarose522,on our way to airport leaving fll sad to go we will be back
1825337995,2009-05-17T13:19:31.000+01:00,CdnImportGirl,i dont want it to be sunday cause that means tomorrow is mondaysigh
1825454887,2009-05-17T13:45:36.000+01:00,FrannyM101,they should stop mean comments towards her she has feelings
1825554886,2009-05-17T14:06:19.000+01:00,lygill,i miss one of my friends badly
1825559357,2009-05-17T14:07:13.000+01:00,jessicamloring,just science really
1825740008,2009-05-17T14:41:44.000+01:00,mynameisblair,same at my grans in tranent for a week
1826175738,2009-05-17T15:52:27.000+01:00,rickena23,please bring me my baby
1826200380,2009-05-17T15:56:15.000+01:00,LizzieKeys,crying my eyes out at the series finale of greys anatomyi need tissues amp comfort food now
1826209163,2009-05-17T15:57:35.000+01:00,Hall0109,hangover from hell
1826235069,2009-05-17T16:01:18.000+01:00,DareDaniel,i love your band too i took a photo with you in lisbon remember me
1826269258,2009-05-17T16:06:16.000+01:00,nuttychris,same god it sucks
1826315246,2009-05-17T16:12:55.000+01:00,robin6202,sigh i need a rob fix
1826552610,2009-05-17T16:46:33.000+01:00,leonardmiller,supid college server crashing
1826984833,2009-05-17T17:44:37.000+01:00,davidortez,cool did you get the horse keep in touch on the iphone purchase i need to replace mine it is about to be years old
1827005477,2009-05-17T17:47:19.000+01:00,freya52,lol i am aswell but its busy anyway i not stopping till i get thru haha i need to know the announcemtn x
1827024588,2009-05-17T17:49:51.000+01:00,daddyslilgirl93,tryna wryt an english essay tryna stay positiv buh its sooo hard lol
1827123438,2009-05-17T18:02:31.000+01:00,GreenWolfPro,i cant bowl to save my life the balls are heavy and the pins are to far away
1827471221,2009-05-17T18:46:49.000+01:00,discosuperflyy,theatre auditions tonight i have no voice and no song i wish i were back in virginia can it be friday yet
1827478750,2009-05-17T18:47:48.000+01:00,mohalen,i know just hope its not operator error
1827570067,2009-05-17T18:59:32.000+01:00,intewig,so tired out from work and the week hasnt even started
1827578314,2009-05-17T19:00:30.000+01:00,kateyy__,this song always gets me
1827626599,2009-05-17T19:06:29.000+01:00,D_Child,okso i thought quotlemme go the moviezquot yeah righti wuz sleepin like crazywoke up amp saw the last minz so not coolohwellit happenz
1827640458,2009-05-17T19:08:15.000+01:00,ernestsewell,someone got a new ipod touch it wasnt me though
1827644155,2009-05-17T19:08:43.000+01:00,Gracielou6510,vacation is over getting ready to leave
1827681647,2009-05-17T19:13:28.000+01:00,Mk0hler,huh thank u very much
1827682241,2009-05-17T19:13:33.000+01:00,matageli,me too but ill visit and you will too lol
1827780921,2009-05-17T19:26:01.000+01:00,Katalina713,all i wanted was some breakfast and mimosas a lox bagel with black hair is not what i had in mind ugh gross
1827816305,2009-05-17T19:30:25.000+01:00,OConnorOrla,planning the summer with tara i think im getting the flu rough stuff
1827832571,2009-05-17T19:32:26.000+01:00,AndreLansang,i wish waterworld was still owned by six flags
1827859126,2009-05-17T19:35:46.000+01:00,TheReju,i know i feel bad help me mom
1828022856,2009-05-17T19:55:58.000+01:00,jojoisqueen,aaaah she just lost
1832812695,2009-05-18T05:33:35.000+01:00,susievela,had a great sunday funday now off to work in the morning
1832866863,2009-05-18T05:41:27.000+01:00,Amandaalmondjoy,that one i knwo i have to design first not so good at that
1833050291,2009-05-18T06:09:36.000+01:00,rightxhere,i hope youre feeling better soon esp after that dogmouse situation
1833141002,2009-05-18T06:24:20.000+01:00,Lastoadri,and here i begin my last day off
1833289707,2009-05-18T06:50:08.000+01:00,za,didnt get much sleep at all now im making preps for a presentation wish i wasnt feeling like a zombie
1833339782,2009-05-18T06:59:18.000+01:00,WnchstrsGirl,neither of them are interesting just painful it happened by walking around boston all day
1833397171,2009-05-18T07:09:32.000+01:00,mcraddictal,ok then apparently noone really is on wtf
1833407598,2009-05-18T07:11:25.000+01:00,klariza,also i hate coming home to an empty house
1833425726,2009-05-18T07:14:49.000+01:00,bunnyawesome,i did the kind of cleaning that made the room more messy than when i began
1833474032,2009-05-18T07:24:03.000+01:00,a_drienne,jealous its the thing to see in van im not sure if its running this year tho
1833478305,2009-05-18T07:24:55.000+01:00,Maries,the violence that fear of the unknown induces nigerias witch children
1833537034,2009-05-18T07:36:22.000+01:00,BethTN09,do u get on aim anymorei never see u on my new sn anymore
1833537946,2009-05-18T07:36:33.000+01:00,ChasterCheeto,tomorrow is going to be really rough
1833550459,2009-05-18T07:39:06.000+01:00,Liana111,my great uncle died today its sad because now my grandfather and all his brothers and sisters have died its the end of a generation
1833601416,2009-05-18T07:49:22.000+01:00,dagenham_dean,up amp about have another asset audit to on my own doorstep this time more brain melting antifun
1833686058,2009-05-18T08:06:20.000+01:00,hawkins_boi,wait for bus and the bus stop
1833807263,2009-05-18T08:31:41.000+01:00,ericathompson,maybe not my internet isnt working right this mostly happens at night another note for the computer checkup
1833818689,2009-05-18T08:34:06.000+01:00,XoXsheridanXoX,missing a friend that i cant trust and cant talk too
1833819418,2009-05-18T08:34:16.000+01:00,vanessarota,bitch so jealous want to see u before u go not enough time never enough time
1833844640,2009-05-18T08:39:39.000+01:00,jessicacandra,is on my way to homeextremely tired and not feeling well
1833863749,2009-05-18T08:43:51.000+01:00,Blazexxxii,helllloooo rashard lewis i see ya nee nee and deona miss you guys back to the grind
1833871515,2009-05-18T08:45:33.000+01:00,mrp_7684,one should get grippage and mature slightly ill never act my age but i should at least try im getting too tired
1833897948,2009-05-18T08:51:33.000+01:00,AlexWStephens,if i had friends on twitter they would know im getting sick
1833937555,2009-05-18T09:00:34.000+01:00,thibet,o yes mondays completely not my favorite day
1833997006,2009-05-18T09:13:58.000+01:00,danmetcalf,at work forgot my lunch have to queue up with the rest of the rabble to get a manky salad or summat
1834122136,2009-05-18T09:42:49.000+01:00,cateca,really want great big mug of hot creamy chai black instant coffee it is then
1834127410,2009-05-18T09:44:05.000+01:00,jes_e,owww sunburn from manchesterseriously home in two days
1834177548,2009-05-18T09:55:46.000+01:00,neerav,oh noes do u have remote access to ur pc via interwebz
1834234676,2009-05-18T10:08:56.000+01:00,Chewyspree9913,im so sorry i didnt get ur tweet until just now amp im waitin to board my plane nxt time get my haha
1834240237,2009-05-18T10:10:12.000+01:00,lacialec,is back from time out now back to configuring qmail
1834283887,2009-05-18T10:20:20.000+01:00,fisher_david,in a long planning meeting zzz
1834485422,2009-05-18T11:07:02.000+01:00,ananyah,ugh throat just as bad today ive gotta go out later this afternoon too but then i can go stock up my drug supply i need a hug
1834554067,2009-05-18T11:22:37.000+01:00,TextTonic,today was supposed to be the start of healthy eating but ive already scoffed spaghetti and meatballs for breakfast
1834626536,2009-05-18T11:38:50.000+01:00,nataliebaladi,were did it go
1834646561,2009-05-18T11:43:09.000+01:00,talkingoftricia,after having friday off of work to go to hospital youd think just one person at work would ask how it went very upset and near to tears
1834660090,2009-05-18T11:46:05.000+01:00,Mrsjnr,spoke to rob this moring and its pouring rain with them to i hope it gets better think they have done about miles now
1834704396,2009-05-18T11:55:30.000+01:00,gerkaz,summer plans we r heading into winter down under time with the family nothing better enjoy
1834705663,2009-05-18T11:55:45.000+01:00,mrstrujillo18,good morning well no dreams but he was still the first thing i thought of
1834715311,2009-05-18T11:57:48.000+01:00,Jigna217,upurgh my life sucks right now
1834723108,2009-05-18T11:59:28.000+01:00,darkknight_101,guess what im bored
1834889630,2009-05-18T12:31:31.000+01:00,Theatregirl327,taking my baby to school in the rainewww wish we could both take the day off
1834895393,2009-05-18T12:32:35.000+01:00,jamesheart24,its a monday today but no college yay but its not a holiday oh no my friends its study leave
1834934369,2009-05-18T12:39:41.000+01:00,LiCaMa,just left wilson for the last time
1834980132,2009-05-18T12:47:49.000+01:00,DanBlog,ooo they do ill take a look at how much itll costnot sure ill be able to afford it though
1834991355,2009-05-18T12:49:50.000+01:00,ronni_xo,neither am i i just hate thinking that i am missing out the day it comes will be the happiest day of my year so far
1835013494,2009-05-18T12:53:42.000+01:00,chrismilesphd,i cant stand foolish people or things why dont people use twitter to feed the world with food for thought
1835079421,2009-05-18T13:04:51.000+01:00,swindled,the back isnt wet anymore but the front is
1835102527,2009-05-18T13:08:41.000+01:00,CSLMO,had a rough weekend and is super tired and doesnt wanna go to work today
1835115430,2009-05-18T13:10:48.000+01:00,rhyswynne,okay lunchtime and is trending pretty hightly what is it english please my welsh sucks
1835163553,2009-05-18T13:18:39.000+01:00,aesqe,rip terminator the sarah connor chronicles
1835174281,2009-05-18T13:20:22.000+01:00,XxPixieRayxX,didnt win pink ticketsgutted
1835183799,2009-05-18T13:21:51.000+01:00,bacmac,s child is sick
1835225734,2009-05-18T13:28:27.000+01:00,NLwilson10,watching gilmore girls still in pjsd suppose i should start doing biology revision soon
1835264329,2009-05-18T13:34:18.000+01:00,NeonTiger_,is eating an apple craving twwlistil havent seen it on the tv though
1835350097,2009-05-18T13:47:11.000+01:00,FunkyPaul,probably no gym this week
1835466260,2009-05-18T14:03:19.000+01:00,Bea_Marie,i wanna go bowling
1835488662,2009-05-18T14:06:25.000+01:00,teh_skudd,wishing i was back on the river
1835510303,2009-05-18T14:09:23.000+01:00,charlottealder,im in math nw i hate it and cnt do it i want my baby xoxox
1835571916,2009-05-18T14:17:30.000+01:00,kuraihime,ok back to work
1835588102,2009-05-18T14:19:40.000+01:00,raster,i got hit with some fraudulent charges as well a few days ago super lame
1835704553,2009-05-18T14:34:39.000+01:00,polaroidgirl,hooray for the new sx so sad about the camera store closing
1835766940,2009-05-18T14:42:28.000+01:00,matlock060,kinda disappointed too big of a week so no catalyst one day i passed up andy amp craig for some meetings and calls
1835784389,2009-05-18T14:44:40.000+01:00,soelectric,i actually have to stay till pm today all by myself
1835785979,2009-05-18T14:44:52.000+01:00,Eazy__E,i couldnt really sleep and now i have to get ready for work
1835803675,2009-05-18T14:47:04.000+01:00,dez_a_rey,woke up and my knee was throbbing this cant be good
1835948761,2009-05-18T15:04:32.000+01:00,CricketsKnits,ah pooand you were so excited for the handmade fair too
1836076118,2009-05-18T15:19:29.000+01:00,ilmcr24,no i didnt it showed up in my text
1836108446,2009-05-18T15:23:14.000+01:00,citygirl835,im sick today
1836111565,2009-05-18T15:23:36.000+01:00,JBRose3,thanks for the correction i was tired
1836135233,2009-05-18T15:26:24.000+01:00,MajorNelsonJR,going to camp with the whole sixth grade at school to orcas island i will be without tech but it will still be a lot of fun
1836180933,2009-05-18T15:31:38.000+01:00,devyyydangerrr,my headache is back so this makes it day maybe i should go to the hospital
1836202650,2009-05-18T15:34:08.000+01:00,D1Hrdlr,not sleeping cause my nose wont stop running
1836206104,2009-05-18T15:34:32.000+01:00,terh78,no more putting it off time to clean the basement not fun
1836214685,2009-05-18T15:35:30.000+01:00,hannahfaulkes,thankgod todays over tbh
1836234922,2009-05-18T15:37:46.000+01:00,mikandrapatchen,headin to work blah i hate this shift
1836235796,2009-05-18T15:37:52.000+01:00,allieoop95,good morning all actually have to get out of bed cuz i have to do homework
1836498554,2009-05-18T16:06:20.000+01:00,pmcclainjr,oh where oh where is the time going waisting away swimming in the sea of lonliness
1836562905,2009-05-18T16:13:03.000+01:00,DreamnetFaith69,thanks looks like he may not race again broken femurs broken tibia rib or arm wheelchair for months
1879911607,2009-05-22T07:30:34.000+01:00,dudeitsmanda,me too
1879998402,2009-05-22T07:46:55.000+01:00,Charmainewai,reading destructive emotions by hhdl and daniel goleman at work way too busy for a friday
1880050803,2009-05-22T07:56:54.000+01:00,jennysunphoto,i dont care what anyone thinks that coronation song for the american idol finale was awful poor kris
1880052030,2009-05-22T07:57:08.000+01:00,youngcobris,awwhes trying to kill his brothers wife
1880100381,2009-05-22T08:06:00.000+01:00,Robbiehunt,couldnt sleep made this quick prototype sorry if the tweet wakes you
1880177363,2009-05-22T08:20:55.000+01:00,nashmeg,needs to go and get ready for the doctors poorly me
1880229674,2009-05-22T08:31:29.000+01:00,cybershooting,i need somebody to talk to but i pushed you away i just cant talk to someone else
1880236936,2009-05-22T08:32:58.000+01:00,sammigurl,thinking about it i feel so frustrated looking at him i feel so lt
1880249447,2009-05-22T08:35:23.000+01:00,fabgirly,i kept thinking yesterday was friday too most disappointed when i realised it wasnt
1880263808,2009-05-22T08:38:11.000+01:00,Ruthiexo09,no i havent seen it yet but now i have to see itand omg thatd be wickedly funny to watch haha
1880273966,2009-05-22T08:40:15.000+01:00,giannasmiley,im having a massive headache ouch gotta go now bye
1880350330,2009-05-22T08:56:00.000+01:00,brokenthemes,you should come to hamilton everyone is drinking here tonight except for me the rugbys on thats why
1880353209,2009-05-22T08:56:37.000+01:00,megansmithxxx,follow me please roll on night yayyy xxx
1880381479,2009-05-22T09:02:23.000+01:00,violetile,apparently the virgin trains quotbooty train commercial is too risque for the singapore audience youtube says its not available
1880383588,2009-05-22T09:02:49.000+01:00,ItsVickyO,finally done transferring the footage tired to edit it so ill do it later seeing as though theres nothing to look forward now
1880422747,2009-05-22T09:11:08.000+01:00,LifeAngel22,i want the place at margate
1880445046,2009-05-22T09:15:58.000+01:00,vesula,sorry to hear it
1880453913,2009-05-22T09:17:56.000+01:00,Stu_D0gg,haha kick me thats not nice of you lol attemting im skilled with the handshey i was just tryna be nice lol innocent face
1880462870,2009-05-22T09:19:55.000+01:00,acnirahs,worse week ever on monday we nearly lost volleyball tuesday a bird shitted on me wednesday itunes deleted all my music
1880471215,2009-05-22T09:21:38.000+01:00,joshtastic1,luck u a whole week off
1880597736,2009-05-22T09:48:47.000+01:00,MattGeri,yea its hectic
1880651232,2009-05-22T10:00:24.000+01:00,daniel87980,i had a dream last time i was asleep this guy was stalking me and like wanted to rape me scurry
1880660233,2009-05-22T10:02:14.000+01:00,niannah,also boo to not good shopping
1880678195,2009-05-22T10:06:06.000+01:00,M_G1,still disturbed by what i saw last night on my weapon is a dog something seriously needs to be done about this and fast
1880689970,2009-05-22T10:08:44.000+01:00,xs69,im so sorry to hear that your radio show has to be prerecorded from now on they are cutting off your wings gt
1880734987,2009-05-22T10:18:44.000+01:00,rdamdailyphoto,i cannot believe i am working today your own business does not necessarily mean a lot of free time
1880742575,2009-05-22T10:20:20.000+01:00,technicalfault,id own a car if it made sense it doesnt on any level cost maintenance need i still want one though
1880877450,2009-05-22T10:49:22.000+01:00,hatemyjobfeed,i seriously hate my job so unhappy i seriously hate my job so unhappy i seri
1880918398,2009-05-22T10:58:04.000+01:00,DollyBonez,cries i couldnt come
1880976026,2009-05-22T11:10:00.000+01:00,SallytheShizzle,without asaim sorry if you didnt know that already
1880994282,2009-05-22T11:13:55.000+01:00,WeAreLadyGaGa,r u enjoying the freezin weather haha please watch out in queensland theres floods everywhere i wld die if you got hurt
1880996712,2009-05-22T11:14:26.000+01:00,banjira,i obtained a null as location didnt work
1881026963,2009-05-22T11:20:47.000+01:00,Mich_C,god it needs to be the weekend already i need sleep and to get away from these people very much away in one casebut thats his doing
1881033924,2009-05-22T11:22:16.000+01:00,macbook_dream,apple support
1881061256,2009-05-22T11:28:06.000+01:00,redbeanjon,on the way to camp at last think i might have offended someone at the meeting earlier and it bugs me
1881191157,2009-05-22T11:54:14.000+01:00,IIIJohnBoyIII,eeeeek late for work no breakfast for me
1881212092,2009-05-22T11:58:26.000+01:00,sleemol,my mobile wireless broadband is really slow bugger
1881246345,2009-05-22T12:04:52.000+01:00,Jenneree,i got hit in the nose really hard when my bobble snapped
1881263447,2009-05-22T12:08:08.000+01:00,waterchick96,last full day of th grade tonight i wanna cry i love rascal flatts
1881313788,2009-05-22T12:17:30.000+01:00,auntiep,to it is going to cost lots
1881328138,2009-05-22T12:20:10.000+01:00,kountrymusikchk,still not feeling well hour work day ahead of me
1881347542,2009-05-22T12:23:40.000+01:00,lovekassyyay,im sad because i dont make up creative tweets like does
1881387883,2009-05-22T12:30:59.000+01:00,ClaireHancock,too much to do before i head to glasgow think im going to have to give it a miss unfortunately
1881390632,2009-05-22T12:31:28.000+01:00,binncheol,ive never been able to master the art of clothing sizes
1881407949,2009-05-22T12:34:32.000+01:00,Ovalleale12,schoolhomecleanpracticehome i misssssss him
1881424167,2009-05-22T12:37:24.000+01:00,Jaynedent,everything
1881433965,2009-05-22T12:39:09.000+01:00,ChrisTheisen,now im feeling very old and in fact i am i grew up with billy idol duran duran aha and the police omg
1881489541,2009-05-22T12:48:18.000+01:00,krisshuntx3,my flower from the green night is wilting
1881496069,2009-05-22T12:49:13.000+01:00,iPhoneFcUk,haha used tho
1881502792,2009-05-22T12:50:19.000+01:00,stars_hidefire,reeeeeally doesnt want to work all day
1881547424,2009-05-22T12:57:30.000+01:00,nadhiyamali,i have seo classes on sunday
1881576246,2009-05-22T13:01:55.000+01:00,syazlin,omg i cant believe im gonna be soooo busy during the holidays that tennis competition and choral speaking practices arrgghh noooo
1881587101,2009-05-22T13:03:35.000+01:00,CatZalive,im sulking cos adam didnt win american idols nothing against kris hes good but guess americans are too conservative for adam
1881634178,2009-05-22T13:10:55.000+01:00,manindyaa,i miss youuuuuuuuu
1881669051,2009-05-22T13:16:14.000+01:00,avenuegirl,rip hunter he was hit by a car last night i will not be making videos today
1881673854,2009-05-22T13:16:58.000+01:00,shelbyhk,hope youre ok poor little christopher
1881700802,2009-05-22T13:21:01.000+01:00,IvanaE,i just got this huge brain freeze
1881838716,2009-05-22T13:40:37.000+01:00,redrazor_3,have a scentsy party saturday night thats about it nothing else
1881849628,2009-05-22T13:42:05.000+01:00,ohs0sam,im in the shower
1881930035,2009-05-22T13:52:47.000+01:00,juliasolomin,was in a car accident was hit at the stop sign
1881960701,2009-05-22T13:56:48.000+01:00,danjellodude,talking to erica in english is gayy
1882084925,2009-05-22T14:12:01.000+01:00,faricarahadi,miss my beep so bad
1882118315,2009-05-22T14:16:03.000+01:00,thiehha,is download the sims gabisabisa
1882156494,2009-05-22T14:20:34.000+01:00,ClareyFairy1392,only more exams to go maths went well until minute to the end when i realised there was anova question on the back so lost marks
1882165670,2009-05-22T14:21:36.000+01:00,Burto1980,farmers markets again tomorrow if i go to sleep now man the party boy is growing old
1882282369,2009-05-22T14:35:08.000+01:00,urbnepitommy,ugh cant wait to start art school high school isnt for me
1882336081,2009-05-22T14:41:12.000+01:00,CamilaIsabel,wow todays a pretty hideous day
1882380903,2009-05-22T14:46:08.000+01:00,Elfir,theres nothing breakfasty at hand but im tired and dont feel like going to the store
1882409614,2009-05-22T14:49:17.000+01:00,habner07,headed to the zoo the weather doesnt look great listenin to ingrid
1882537062,2009-05-22T15:03:00.000+01:00,mydeco_Cleberry,satisfyingly full of thai but am going to miss everyone who is leaving
1882552599,2009-05-22T15:04:39.000+01:00,carolcampedelli,sooo hungry and seems like this class will never end
1882555555,2009-05-22T15:04:58.000+01:00,Chelly__,ughhhhhhhhhhhhhhh
1882800465,2009-05-22T15:30:27.000+01:00,Omyboy,my loneliness is like the night air invisible to the eye but obvious to the touch it is cold uncomfortableness sigh
1882809544,2009-05-22T15:31:22.000+01:00,lelovelylisa,bummed was planning to ride my bike in this morning but work got in the way
1882873785,2009-05-22T15:37:56.000+01:00,sharonsnest,i am so frustrated right now feeling quite convicted this morning
1882992205,2009-05-22T15:49:51.000+01:00,peramene,rickrolld at work again and i lost the game
1883013560,2009-05-22T15:51:56.000+01:00,Vivian_May,im eating breakfast dennys with my honey never been gone this long ill miss him
1883125551,2009-05-22T16:02:57.000+01:00,lucindaaxo,i hate seeing guys cry i love my school
1883192327,2009-05-22T16:09:25.000+01:00,m3ggiesue,when people in the next cube drop their conversation down to inaudible then suddenly say quotaaaanywayquot it makes me feel very bad
1883217104,2009-05-22T16:11:48.000+01:00,pdijksterhuis,looks like a bugprobably created that last night with implementing the cultures
1883230182,2009-05-22T16:13:04.000+01:00,valkyrierisen,yeah tweetdeck is intensive i cant use it and play my pc games ive tried twhirl too
1883252495,2009-05-22T16:15:13.000+01:00,Frederick_Clark,its supposed to rain all weekend boo
1883262436,2009-05-22T16:16:10.000+01:00,mcsilly,bad time right now to change twitter profile background wont save any new one back to default
1883319773,2009-05-22T16:21:44.000+01:00,johnashby,i havent heard it yet im recording in nyc right now but im back in ldn with moussa in june thenll ill check it out
1883338232,2009-05-22T16:23:34.000+01:00,thatskablamo,im really sorry im here if you wanna talk about anything
1883610578,2009-05-22T16:49:38.000+01:00,surrexi,is it five oclock yet at least ive got monday off blah back to work
1914423678,2009-05-25T18:43:39.000+01:00,Skyei,on my way back home to normalcysigh dont wanna leave best weekend everand awesome boat ride this morning
1932304063,2009-05-27T05:12:21.000+01:00,MadnessX,arms and legs
1932378056,2009-05-27T05:20:52.000+01:00,ROXPromotions,naw mama i didnt make it sowwiee
1932379830,2009-05-27T05:21:05.000+01:00,P1LaughingMan,so close pads
1932460688,2009-05-27T05:30:45.000+01:00,Foxy_1,crying over the cavs loss and drawing up my next tattoo
1932526791,2009-05-27T05:38:59.000+01:00,tuck3rsgurl22,dad moved the rally cap and the padres lost sadnees
1932567095,2009-05-27T05:44:02.000+01:00,Dylondo,ok dont say anything back lol
1932594856,2009-05-27T05:47:34.000+01:00,Anime81,hey are you makingg fun of my typing
1932610134,2009-05-27T05:49:34.000+01:00,haileyytuckerr,ahah i know i was going crazy trying to find it my walls are blue so its so hard to see lol
1932618846,2009-05-27T05:50:42.000+01:00,mickimadness,so bored driving lesson with dad this afternoon hate driving actuallyi hate a lot of things
1932706310,2009-05-27T06:02:12.000+01:00,Mareeha,i hate cleaning
1932706405,2009-05-27T06:02:12.000+01:00,mariazankey,thanks but thats what i tried the first time and it still wont work appreciate the tip though
1932726315,2009-05-27T06:04:52.000+01:00,jinxiejinxx32,good nite shelly later for you an the suckr kobe
1932866677,2009-05-27T06:24:23.000+01:00,Malika20,the whole thing about mike tysons daughter is very sad
1932925863,2009-05-27T06:33:04.000+01:00,staceysterling,aw you know whats sadfunny i remember when jfkennedy lost his virginity weve been friends for too
1933004757,2009-05-27T06:44:59.000+01:00,alliereynolds,me too man cynthia is coming
1933026091,2009-05-27T06:48:19.000+01:00,ctrymaus,oh eep just now saw this amabout being disliked
1936016605,2009-05-27T15:18:10.000+01:00,jeffbeh,dont have time to fb day beside checking on my maxis bill they dont bother to call you back to update you on the status
1955835864,2009-05-29T04:42:22.000+01:00,tgallah1,lost without certain things in life im missing of them which is too many
1955844306,2009-05-29T04:43:15.000+01:00,ShannerNanner,i have no money no money me not being able to see your new sets lt
1955936673,2009-05-29T04:53:12.000+01:00,sharizle4shizle,suppose to chill with my wu boys at the meth and red show tonight but gotta worki will see u guys tomorrow the studio
1955984444,2009-05-29T04:58:25.000+01:00,winniedepoohi,sleepless night thanks to the new pup and sweety yawn
1955986622,2009-05-29T04:58:41.000+01:00,amygibbons,poor kitty didnt make it last nightlost more and nursing another tonight
1956052530,2009-05-29T05:05:52.000+01:00,meegz_is_rad,just looked at squeege the cat and realised shes showing her age now
1956080450,2009-05-29T05:09:03.000+01:00,No1JoBrosFan,nooooooooo i missed the jonas brothers live chat
1956115863,2009-05-29T05:13:06.000+01:00,JenniferLacey,ugh cant sleep if only i could talk to you
1956161267,2009-05-29T05:18:25.000+01:00,SupaSista,someone just sent a text message but i cant see it
1956238887,2009-05-29T05:27:44.000+01:00,chrisblake,yes im a little behind
1956250777,2009-05-29T05:29:10.000+01:00,DatsMrCadaBug2U,is startin a campaign remove technology frm quotold pplquot my momma makn a facebook yall
1956252442,2009-05-29T05:29:22.000+01:00,Rosa123Xx,omg im so sad my bf juss broke up wit me
1956295409,2009-05-29T05:34:38.000+01:00,yourrBESTFRIEND,stop giving me hopes reply my bitch
1956347746,2009-05-29T05:41:10.000+01:00,KittysKitchen,oh there were a couple all over iamchris cant remember who though
1956378573,2009-05-29T05:45:07.000+01:00,the78msj,i repeat i didnt even do nuffin sadness
1956380276,2009-05-29T05:45:20.000+01:00,jstamps76,im sry if i was id come
1956410608,2009-05-29T05:49:13.000+01:00,Crescitelli,why do i listen to carrie underwoods song quoti told ya soquot on repeat
1956452154,2009-05-29T05:54:37.000+01:00,ChampagneRDub,his son was there but he rubbed my back ahhh fuckin love him i want my diamond lol
1956454840,2009-05-29T05:54:58.000+01:00,ohfuckmylife,oh fartwatch i farted on my dog and now everytime i go near him he runs away fml
1956517897,2009-05-29T06:03:07.000+01:00,LovatoFans,i feel bad for selena too it sad and my bday is on feb
1956557193,2009-05-29T06:08:22.000+01:00,ashleyimani,i so wanted er at wrk today sprint employees know what i am talking about
1956591006,2009-05-29T06:12:58.000+01:00,PaigeTJohnson,are people nice down there isnt texas a red state mostly republican eh
1956674371,2009-05-29T06:24:47.000+01:00,Locutus359,oh wait you said childless oh im not part of that clique
1956690655,2009-05-29T06:27:06.000+01:00,Pennyfoamposite,what
1956772013,2009-05-29T06:39:03.000+01:00,jzhaang,how do you get a kink outta your ankle
1956780886,2009-05-29T06:40:25.000+01:00,cindyefolson,im still up too
1956785498,2009-05-29T06:41:06.000+01:00,samuelwieck,how come i cant get net magazine in auckland
1956922027,2009-05-29T07:02:13.000+01:00,eckodabrat,idk mama all girls fo it something to hide
1956985535,2009-05-29T07:12:08.000+01:00,quarrygirl,dude that is my favorite sandwich place ever ummm did you take pictures
1957189551,2009-05-29T07:46:17.000+01:00,movewithme,lol when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced
1957191925,2009-05-29T07:46:42.000+01:00,OnyxWolf,i cant sleep i cant find my grandmothers quilt or locket im sick at myself cause i may have lost them somehow or they were stolen
1957213250,2009-05-29T07:50:30.000+01:00,ratherironic,matty is le tired
1957367214,2009-05-29T08:17:00.000+01:00,eleusis7,red wtf happened to dark blue black stripes
1957432228,2009-05-29T08:29:08.000+01:00,Liz31tt,getting ready for work and the sun is shining plus its the we bgt tonight what am i gonna do after its finished
1957482834,2009-05-29T08:38:31.000+01:00,amy_carol,cant sleepso im watching hgtv im afraid infomercials are about to take over
1957482992,2009-05-29T08:38:33.000+01:00,babyowls,i know i wish she would i just wanna cuddle and sleeep in ga and go to the world of coke
